Investigator,Lena and Yossi,Time (s),Electrode,Amplitude (mV)
,,00429.473280,B3_22,0.081
,,00429.481040,B5_12,0.061
,,00429.481200,B3_32,0.046
,,00429.484080,B5_22,0.062
,,00429.484800,B3_22,0.119
,,00429.487600,B3_42,0.049
,,00429.488160,B3_22,0.054
,,00429.490640,B3_22,0.04
,,00429.493040,B5_12,0.071
,,00429.493920,B5_14,0.065
,,00429.495520,B5_22,0.052
,,00429.495680,B5_12,0.072
,,00429.496720,B5_23,0.034
,,00429.500400,B5_12,0.07
,,00429.501120,B5_44,0.209
,,00429.506560,B3_22,0.041
,,00429.515680,B5_42,0.048
,,00429.516160,B5_12,0.057
,,00429.517200,B5_44,0.185
,,00429.518160,B3_22,0.143
,,00429.519680,B3_42,0.049
,,00429.519760,B5_44,0.021
,,00429.522640,B5_22,0.046
,,00429.524560,B5_12,0.079
,,00429.529520,B5_12,0.093
,,00429.532640,B5_22,0.048
,,00429.534000,B3_22,0.048
,,00429.535680,B5_13,0.044
,,00429.538080,B5_12,0.109
,,00429.538480,B5_21,0.037
,,00429.540960,B5_12,0.029
,,00429.546400,B5_12,0.064
,,00429.547280,B5_23,0.135
,,00429.548160,B5_44,0.04
,,00429.555920,B3_42,0.049
,,00429.556720,B5_13,0.036
,,00429.558320,B5_12,0.065
,,00429.561360,B5_12,0.055
,,00429.563040,B5_11,0.07
,,00429.564000,B5_12,0.063
,,00429.575920,B5_44,0.144
,,00429.581040,B5_44,0.205
,,00429.582400,B5_12,0.083
,,00429.587440,B6_23,0.056
,,00429.592720,B5_22,0.049
,,00429.600480,B5_12,0.048
,,00429.604080,B5_13,0.04
,,00429.638400,B5_12,0.05
,,00429.685280,B5_12,0.06
,,00429.725360,B5_11,0.062
,,00429.783840,A2_44,0.062
,,00429.901840,A2_44,0.088
,,00429.920880,A2_44,0.06
,,00429.944800,A2_44,0.051
,,00429.964960,A2_44,0.035
,,00429.970000,A2_44,0.04
,,00429.976640,A2_44,0.041
,,00429.999600,A2_44,0.043
,,00430.038240,A2_44,0.033
,,00430.072560,A2_44,0.057
,,00430.089120,A2_44,0.057
,,00430.136000,A2_44,0.055
,,00430.437440,C3_43,0.078
,,00430.527200,B6_23,0.054
,,00430.694240,B6_23,0.06
,,00430.763040,B2_32,0.037
,,00430.783760,A2_44,0.063
,,00431.111200,A2_44,0.058
,,00431.210240,B3_22,0.162
,,00431.374640,A4_23,0.043
,,00431.385680,B6_23,0.052
,,00431.503840,A2_44,0.047
,,00431.538960,B6_21,0.03
,,00431.544320,B6_23,0.07
,,00431.556880,B5_12,0.058
,,00431.566880,B6_21,0.034
,,00431.571200,B6_23,0.04
,,00431.573440,B6_23,0.061
,,00431.575200,B6_21,0.033
,,00431.591920,B6_41,0.02
,,00431.596960,B5_12,0.079
,,00431.598400,B6_21,0.033
,,00431.603360,B6_23,0.044
,,00431.607200,B6_23,0.042
,,00431.630560,B5_22,0.071
,,00431.661360,B5_12,0.07
,,00431.699760,A2_44,0.044
,,00431.713600,B6_23,0.057
,,00431.730240,A2_44,0.045
,,00431.733760,A2_44,0.069
,,00431.772720,B6_41,0.021
,,00431.781280,A2_34,0.028
,,00431.783360,A2_44,0.091
,,00431.787920,A2_22,0.039
,,00431.798000,B6_41,0.013
,,00431.800560,A2_21,0.033
,,00431.800800,A2_44,0.086
,,00431.804960,A2_44,0.023
,,00431.812160,A2_22,0.039
,,00431.816000,A2_44,0.052
,,00431.859840,A2_44,0.074
,,00431.896480,B6_23,0.062
,,00431.903840,A2_44,0.035
,,00431.971120,D2_23,0.025
,,00431.990800,B6_41,0.022
,,00431.993680,C3_43,0.05
,,00431.999360,C3_43,0.057
,,00432.000640,B6_41,0.021
,,00432.005040,B2_32,0.039
,,00432.005360,C3_43,0.039
,,00432.012480,C3_43,0.045
,,00432.032640,D2_34,0.073
,,00432.039600,B3_44,0.069
,,00432.049760,D2_21,0.1
,,00432.076320,D2_21,0.07
,,00432.153360,D2_34,0.069
,,00432.158080,C3_12,0.154
,,00432.161840,D2_21,0.094
,,00432.195200,C3_43,0.066
,,00432.199040,C3_43,0.035
,,00432.200800,C3_24,0.327
,,00432.203200,C3_24,0.032
,,00432.204880,C3_43,0.059
,,00432.211440,C3_24,0.056
,,00432.215520,C3_12,0.051
,,00432.217840,C3_22,0.332
,,00432.220400,C3_22,0.031
,,00432.222000,C3_24,0.316
,,00432.224720,C3_24,0.032
,,00432.234960,C3_13,0.034
,,00432.249040,C3_12,0.134
,,00432.253120,C3_14,0.037
,,00432.278560,D2_34,0.065
,,00432.278720,C3_22,0.326
,,00432.281600,C3_22,0.031
,,00432.349760,C3_22,0.155
,,00432.352880,C3_13,0.037
,,00432.515280,C3_22,0.257
,,00432.517600,C3_22,0.037
,,00432.602800,B3_22,0.148
,,00432.607200,B3_22,0.054
,,00432.608960,B3_32,0.049
,,00432.612880,B3_22,0.085
,,00432.621280,B3_42,0.046
,,00432.628880,B3_32,0.05
,,00432.662400,B3_32,0.054
,,00432.669280,B3_22,0.139
,,00432.673680,D5_33,0.065
,,00432.678480,B3_22,0.132
,,00432.681200,B3_22,0.042
,,00432.691600,B3_32,0.037
,,00432.693360,B3_22,0.038
,,00432.696320,B3_22,0.031
,,00432.701600,B3_22,0.123
,,00432.701920,B3_32,0.038
,,00432.715600,B6_23,0.056
,,00432.742720,B3_22,0.139
,,00432.752800,A2_44,0.063
,,00432.762720,B3_22,0.141
,,00432.795600,B2_32,0.033
,,00432.950080,B2_32,0.036
,,00433.059840,B2_31,0.047
,,00433.070960,B2_31,0.05
,,00433.084800,B2_32,0.035
,,00433.136000,A3_44,0.021
,,00433.137440,B3_44,0.065
,,00433.150880,B2_32,0.035
,,00433.198800,B3_44,0.064
,,00433.277040,B2_32,0.028
,,00433.336880,A2_44,0.05
,,00433.370000,B6_23,0.062
,,00433.500800,A2_44,0.049
,,00433.509360,A2_44,0.031
,,00433.569440,B3_44,0.059
,,00433.612080,B3_22,0.159
,,00433.635200,B3_22,0.139
,,00433.648000,A2_44,0.057
,,00433.664160,B2_32,0.033
,,00433.696320,A2_44,0.063
,,00433.935360,B6_23,0.056
,,00434.002880,B6_23,0.049
,,00434.047440,B3_22,0.141
,,00434.077520,B3_22,0.118
,,00434.137760,B3_32,0.049
,,00434.149040,B3_22,0.149
,,00434.149520,B3_32,0.06
,,00434.151760,B3_32,0.035
,,00434.153840,B3_22,0.04
,,00434.157520,B3_22,0.148
,,00434.172320,B3_42,0.039
,,00434.172960,B3_32,0.06
,,00434.214480,B2_32,0.028
,,00434.214960,B3_22,0.132
,,00434.225440,B3_22,0.041
,,00434.234000,B3_22,0.133
,,00434.237120,B3_22,0.041
,,00434.238320,B3_32,0.047
,,00434.240560,B3_42,0.039
,,00434.246000,B3_22,0.124
,,00434.255600,D3_22,0.052
,,00434.258240,B3_42,0.028
,,00434.260480,D3_22,0.041
,,00434.266160,D3_24,0.033
,,00434.271040,D3_24,0.043
,,00434.289760,A2_44,0.058
,,00434.338080,B2_32,0.035
,,00434.345520,D3_32,0.035
,,00434.354880,D3_24,0.039
,,00434.475200,B6_23,0.061
,,00434.497440,A2_44,0.055
,,00434.783520,A2_44,0.061
,,00434.809280,D2_34,0.072
,,00434.811280,D2_31,0.037
,,00434.820720,B2_32,0.033
,,00434.827280,D2_21,0.071
,,00434.838560,D2_21,0.09
,,00434.844080,D2_21,0.068
,,00434.865760,D2_21,0.07
,,00434.874560,D2_21,0.094
,,00434.878080,D2_21,0.063
,,00434.883920,B2_32,0.033
,,00434.891120,D2_34,0.065
,,00434.893600,D2_21,0.138
,,00434.913040,D3_43,0.036
,,00434.919040,B6_23,0.054
,,00434.975440,D2_21,0.074
,,00435.056880,D2_34,0.063
,,00435.071680,B6_23,0.063
,,00435.090560,B3_44,0.067
,,00435.131520,A2_44,0.066
,,00435.278960,B2_32,0.033
,,00435.293680,A2_24,0.03
,,00435.296560,A2_44,0.029
,,00435.299040,A2_44,0.032
,,00435.328320,B5_12,0.111
,,00435.331040,B5_12,0.029
,,00435.337360,A2_44,0.049
,,00435.344640,B5_42,0.048
,,00435.348560,B5_42,0.059
,,00435.353200,B2_32,0.03
,,00435.353440,A2_44,0.063
,,00435.355760,B5_12,0.055
,,00435.367280,B5_22,0.048
,,00435.367680,B5_13,0.058
,,00435.377920,B5_23,0.029
,,00435.380800,B5_14,0.046
,,00435.381040,B5_12,0.045
,,00435.382880,B5_22,0.06
,,00435.383280,B5_12,0.1
,,00435.385680,A2_44,0.058
,,00435.386560,B5_12,0.031
,,00435.388080,A2_44,0.028
,,00435.394000,B5_14,0.043
,,00435.397440,B5_22,0.056
,,00435.398000,B5_44,0.039
,,00435.402000,A2_44,0.096
,,00435.413760,A2_42,0.033
,,00435.414400,B5_12,0.061
,,00435.415920,A2_44,0.051
,,00435.426880,B5_44,0.154
,,00435.429520,B5_44,0.289
,,00435.430080,B5_22,0.042
,,00435.432160,B5_44,0.026
,,00435.432160,B6_23,0.057
,,00435.435040,B5_12,0.064
,,00435.437760,B5_12,0.102
,,00435.441040,A2_44,0.057
,,00435.441760,B5_22,0.073
,,00435.443120,B5_44,0.028
,,00435.443280,B5_12,0.091
,,00435.446160,B5_12,0.057
,,00435.452320,B5_44,0.03
,,00435.454720,B5_14,0.034
,,00435.456160,B5_12,0.054
,,00435.458720,B5_13,0.045
,,00435.459280,B5_12,0.117
,,00435.459920,B5_22,0.056
,,00435.462320,B5_12,0.039
,,00435.468800,B5_12,0.062
,,00435.469680,B5_44,0.048
,,00435.479440,B5_11,0.063
,,00435.486800,B5_22,0.046
,,00435.496160,B5_12,0.048
,,00435.497520,B6_41,0.024
,,00435.504720,B6_21,0.029
,,00435.517520,B6_23,0.064
,,00435.518480,B6_21,0.044
,,00435.529920,B5_12,0.058
,,00435.545520,B6_21,0.036
,,00435.732960,C3_22,0.293
,,00435.735280,C3_22,0.034
,,00435.792000,A1_31,0.029
,,00435.827280,B6_23,0.058
,,00435.904560,B6_41,0.022
,,00435.909920,D3_24,0.044
,,00435.913520,D3_42,0.055
,,00435.918000,D3_32,0.042
,,00435.919760,D3_33,0.042
,,00435.920080,D3_24,0.028
,,00435.920640,D3_22,0.064
,,00435.926480,D3_22,0.038
,,00435.928640,D3_24,0.046
,,00435.928800,B3_44,0.058
,,00435.932560,D6_33,0.056
,,00435.933680,D3_32,0.031
,,00435.934480,D3_24,0.054
,,00435.935120,D3_42,0.049
,,00435.936960,D3_24,0.041
,,00435.951040,D3_23,0.042
,,00435.958640,D3_24,0.034
,,00435.961120,D3_42,0.045
,,00435.962160,D3_24,0.031
,,00435.969520,D3_22,0.05
,,00435.969600,D3_41,0.017
,,00435.971760,D3_32,0.047
,,00435.974160,B2_31,0.057
,,00435.982800,B2_32,0.036
,,00435.983840,D3_32,0.037
,,00435.984000,B2_31,0.056
,,00435.993680,D3_24,0.035
,,00435.997680,A1_44,0.056
,,00436.037280,D3_42,0.035
,,00436.063760,A1_44,0.046
,,00436.073680,A1_43,0.06
,,00436.088640,A1_41,0.022
,,00436.092560,D6_33,0.058
,,00436.106640,A2_44,0.066
,,00436.111600,A1_43,0.051
,,00436.111680,A1_44,0.047
,,00436.114400,A1_43,0.043
,,00436.125200,D6_33,0.057
,,00436.154000,A1_43,0.055
,,00436.160080,D6_33,0.047
,,00436.167520,A1_44,0.058
,,00436.170720,A1_43,0.161
,,00436.180240,D6_21,0.036
,,00436.187280,B6_23,0.054
,,00436.199920,B2_32,0.032
,,00436.259840,A1_44,0.046
,,00436.269920,D2_21,0.031
,,00436.283760,A2_44,0.061
,,00436.304160,A1_44,0.043
,,00436.317040,D6_33,0.05
,,00436.441360,B2_32,0.037
,,00436.454560,C4_42,0.032
,,00436.469840,A5_24,0.087
,,00436.604320,A2_44,0.051
,,00436.616960,D2_21,0.035
,,00436.630080,D2_21,0.071
,,00436.664160,D2_21,0.101
,,00436.666640,D2_21,0.065
,,00436.669760,B2_32,0.028
,,00436.674160,C3_22,0.309
,,00436.675440,B3_22,0.161
,,00436.677600,C3_22,0.041
,,00436.690080,D2_21,0.07
,,00436.693200,D2_21,0.063
,,00436.756080,A2_44,0.06
,,00436.782960,D2_21,0.075
,,00436.785680,D2_34,0.066
,,00436.840320,B6_23,0.061
,,00436.881360,A2_44,0.059
,,00436.945200,C2_41,0.018
,,00437.015120,A2_44,0.051
,,00437.184560,B6_23,0.053
,,00437.229760,A2_44,0.058
,,00437.410160,A2_44,0.061
,,00437.410240,B2_32,0.039
,,00437.520720,B6_23,0.052
,,00437.541680,A2_44,0.063
,,00437.617760,B3_44,0.068
,,00437.847760,A2_44,0.059
,,00438.014480,B6_23,0.057
,,00438.044880,B6_23,0.046
,,00438.049280,B2_32,0.032
,,00438.053520,A2_44,0.067
,,00438.060400,A2_44,0.053
,,00438.088000,A2_44,0.058
,,00438.110960,A2_44,0.039
,,00438.149840,A2_44,0.056
,,00438.178480,B3_44,0.065
,,00438.188160,A2_44,0.052
,,00438.233920,A2_44,0.052
,,00438.310800,B2_31,0.055
,,00438.314240,B2_31,0.026
,,00438.328080,B2_31,0.061
,,00438.332480,B2_32,0.033
,,00438.367360,B2_32,0.032
,,00438.447520,B2_34,0.073
,,00438.455760,C3_13,0.048
,,00438.476400,B2_34,0.044
,,00438.482400,A5_13,0.073
,,00438.495920,A5_13,0.076
,,00438.519920,C3_22,0.311
,,00438.522320,C3_22,0.036
,,00438.545040,D5_33,0.056
,,00438.559360,B2_32,0.033
,,00438.590080,C3_13,0.048
,,00438.613760,B6_21,0.032
,,00438.666960,B6_41,0.019
,,00438.667360,D2_21,0.095
,,00438.668320,A2_44,0.061
,,00438.707680,D2_21,0.034
,,00438.710240,B6_43,0.027
,,00438.730160,B3_22,0.158
,,00438.737280,B6_41,0.023
,,00438.743440,B3_22,0.131
,,00438.757680,B6_23,0.042
,,00438.763360,B6_41,0.022
,,00438.774480,B6_21,0.03
,,00438.775440,B3_44,0.058
,,00438.842160,B6_23,0.064
,,00438.873200,B6_23,0.06
,,00438.880240,B6_23,0.05
,,00438.896320,A2_44,0.054
,,00438.910720,B6_41,0.022
,,00438.964800,B6_41,0.02
,,00438.998960,B3_42,0.053
,,00438.999920,B3_22,0.154
,,00439.002160,B3_22,0.055
,,00439.004400,B3_22,0.047
,,00439.033440,B6_41,0.025
,,00439.074480,B6_41,0.02
,,00439.114000,B3_22,0.133
,,00439.119760,B5_12,0.038
,,00439.121840,B3_22,0.092
,,00439.129120,B3_42,0.053
,,00439.129360,B3_32,0.06
,,00439.130240,B3_22,0.135
,,00439.132160,B3_42,0.062
,,00439.135600,B3_22,0.18
,,00439.136800,B6_41,0.017
,,00439.139200,B3_22,0.03
,,00439.151120,B3_32,0.046
,,00439.191760,B3_22,0.052
,,00439.239680,B6_23,0.053
,,00439.265200,B6_41,0.015
,,00439.274640,A2_44,0.067
,,00439.318240,A1_31,0.033
,,00439.328560,B6_21,0.025
,,00439.339120,B6_41,0.018
,,00439.347440,B6_23,0.056
,,00439.354000,A5_24,0.082
,,00439.535040,A2_44,0.063
,,00439.568000,D2_23,0.049
,,00439.573200,B2_31,0.055
,,00439.580480,B2_31,0.049
,,00439.582000,D2_34,0.068
,,00439.588160,D2_23,0.059
,,00439.588960,D2_31,0.068
,,00439.589600,B2_31,0.052
,,00439.598400,D2_23,0.035
,,00439.600080,D2_32,0.037
,,00439.603440,D2_23,0.084
,,00439.605680,D2_23,0.05
,,00439.609200,D2_23,0.045
,,00439.612080,D2_12,0.029
,,00439.613440,D2_21,0.075
,,00439.613920,D2_34,0.067
,,00439.621200,D2_31,0.036
,,00439.623520,D2_12,0.035
,,00439.624880,D2_23,0.057
,,00439.626080,D2_31,0.08
,,00439.627680,D2_23,0.067
,,00439.633440,D2_34,0.075
,,00439.639120,D2_23,0.042
,,00439.643840,D2_23,0.039
,,00439.644400,D2_31,0.04
,,00439.648000,D2_21,0.061
,,00439.648320,D2_31,0.053
,,00439.650320,D2_21,0.025
,,00439.661520,D2_23,0.086
,,00439.662640,D2_31,0.04
,,00439.663840,D2_21,0.056
,,00439.673040,D2_21,0.049
,,00439.676560,D2_34,0.07
,,00439.684240,D2_21,0.06
,,00439.686080,D2_31,0.051
,,00439.691840,D2_23,0.051
,,00439.696480,D2_23,0.033
,,00439.696720,D2_21,0.046
,,00439.696880,D2_31,0.039
,,00439.703040,D2_34,0.064
,,00439.707920,D2_31,0.023
,,00439.713280,D2_23,0.035
,,00439.714880,D2_21,0.051
,,00439.719200,D2_34,0.067
,,00439.727920,D2_21,0.044
,,00439.731280,D2_34,0.064
,,00439.736560,D2_31,0.038
,,00439.750880,D2_21,0.047
,,00439.760080,D2_21,0.044
,,00439.764560,D2_34,0.064
,,00439.774960,A2_44,0.055
,,00439.777280,D2_31,0.029
,,00439.794400,D2_23,0.035
,,00439.795920,D2_34,0.06
,,00439.802000,D2_21,0.043
,,00439.809120,D2_31,0.044
,,00439.815200,D2_34,0.054
,,00439.837440,D2_34,0.07
,,00439.852480,D2_23,0.063
,,00439.855120,D2_34,0.045
,,00439.855760,D2_21,0.034
,,00439.870160,A2_44,0.051
,,00439.870240,D2_34,0.061
,,00439.884080,D2_23,0.066
,,00439.885920,D2_21,0.03
,,00439.889840,D2_21,0.047
,,00439.895520,B3_22,0.164
,,00439.902000,D2_23,0.05
,,00439.906560,D2_34,0.061
,,00439.913680,D2_34,0.051
,,00439.918480,D2_23,0.04
,,00439.919440,A3_34,0.065
,,00439.923120,A2_44,0.082
,,00439.927120,A2_44,0.049
,,00439.929840,D2_34,0.054
,,00439.930480,A3_24,0.038
,,00439.931280,D2_21,0.039
,,00439.938480,A3_34,0.062
,,00439.939680,D2_21,0.084
,,00439.947200,A2_44,0.046
,,00439.952640,A3_34,0.061
,,00439.956240,D2_34,0.063
,,00439.961440,A3_34,0.073
,,00439.965680,D2_34,0.046
,,00439.966320,A3_43,0.029
,,00439.967120,A3_34,0.044
,,00439.970400,A3_34,0.04
,,00439.973360,A3_44,0.033
,,00439.976000,A2_44,0.04
,,00439.978800,A3_34,0.057
,,00439.979920,D2_34,0.044
,,00439.983280,A3_34,0.053
,,00439.990000,D2_21,0.06
,,00439.991920,D2_34,0.039
,,00439.992000,A2_44,0.067
,,00439.992160,D2_31,0.032
,,00439.997360,A3_34,0.057
,,00439.999440,A3_24,0.042
,,00440.003440,A3_34,0.034
,,00440.007440,A3_44,0.042
,,00440.009520,D2_34,0.047
,,00440.014320,A3_34,0.049
,,00440.020480,A3_34,0.052
,,00440.022240,D2_34,0.048
,,00440.032960,D2_34,0.046
,,00440.041280,D2_34,0.028
,,00440.049200,D2_34,0.042
,,00440.064320,D2_21,0.032
,,00440.077360,D2_21,0.075
,,00440.079520,D2_34,0.035
,,00440.087360,C3_22,0.282
,,00440.089680,C3_22,0.021
,,00440.095600,D2_34,0.038
,,00440.117360,D2_21,0.05
,,00440.117360,D2_34,0.048
,,00440.139360,D2_34,0.038
,,00440.140080,D2_21,0.049
,,00440.156560,D2_34,0.045
,,00440.171280,D2_21,0.075
,,00440.174720,D2_21,0.058
,,00440.178480,D2_34,0.044
,,00440.200560,D2_21,0.04
,,00440.211040,D2_34,0.049
,,00440.220880,D2_21,0.057
,,00440.238560,D2_21,0.044
,,00440.245840,D2_34,0.044
,,00440.258720,D2_21,0.052
,,00440.277920,B2_31,0.048
,,00440.286720,B2_31,0.057
,,00440.292640,B2_32,0.033
,,00440.295440,D2_21,0.053
,,00440.298400,D2_21,0.041
,,00440.298400,D2_34,0.056
,,00440.318000,D2_21,0.044
,,00440.326080,D2_21,0.042
,,00440.328720,D2_34,0.051
,,00440.354800,D2_21,0.048
,,00440.357120,D2_21,0.038
,,00440.384800,D2_21,0.052
,,00440.387200,D2_21,0.026
,,00440.396400,D2_23,0.035
,,00440.412640,D2_21,0.036
,,00440.432800,B5_13,0.036
,,00440.434320,B5_22,0.056
,,00440.439280,B5_42,0.055
,,00440.439920,B5_13,0.052
,,00440.458400,B5_12,0.094
,,00440.458880,B5_13,0.056
,,00440.460400,B5_22,0.068
,,00440.465440,D2_21,0.046
,,00440.467920,D2_21,0.041
,,00440.474000,B5_12,0.066
,,00440.487280,B5_22,0.083
,,00440.491600,B5_12,0.065
,,00440.494560,D2_21,0.035
,,00440.496880,A4_33,0.036
,,00440.502880,B5_22,0.057
,,00440.504320,B5_44,0.166
,,00440.506160,B5_12,0.083
,,00440.508240,B5_44,0.218
,,00440.509840,B5_11,0.031
,,00440.510400,D2_21,0.033
,,00440.510880,B5_44,0.103
,,00440.513840,B5_24,0.037
,,00440.514080,B5_12,0.048
,,00440.515520,B5_44,0.166
,,00440.517840,B5_12,0.054
,,00440.518160,B5_44,0.024
,,00440.520400,D2_21,0.028
,,00440.522240,B5_14,0.048
,,00440.530000,B5_12,0.098
,,00440.530960,B5_22,0.066
,,00440.542720,D2_21,0.044
,,00440.552960,B5_22,0.056
,,00440.552960,D2_21,0.033
,,00440.554080,B5_12,0.064
,,00440.564400,D2_34,0.058
,,00440.578880,B5_12,0.061
,,00440.587680,D2_21,0.039
,,00440.629760,B5_12,0.056
,,00440.642960,B5_11,0.071
,,00440.684000,D2_34,0.057
,,00440.693280,D2_21,0.03
,,00440.699600,A2_44,0.061
,,00440.717760,C3_22,0.302
,,00440.720080,C3_22,0.031
,,00440.749840,D2_34,0.065
,,00440.778960,D2_21,0.035
,,00440.801520,B3_44,0.061
,,00440.904880,A2_44,0.054
,,00440.958400,C3_22,0.284
,,00440.960800,C3_22,0.025
,,00440.962160,D2_34,0.053
,,00440.984000,B2_32,0.031
,,00441.144320,A2_44,0.054
,,00441.268240,A1_41,0.014
,,00441.270480,A1_43,0.068
,,00441.273600,A1_43,0.052
,,00441.291760,D2_34,0.108
,,00441.304880,C1_11,0.029
,,00441.313920,B4_31,0.029
,,00441.387120,A2_44,0.059
,,00441.387120,B4_43,0.051
,,00441.392400,B4_22,0.027
,,00441.412320,D2_34,0.104
,,00441.415440,B6_23,0.053
,,00441.447040,B4_23,0.042
,,00441.447520,B4_43,0.049
,,00441.452800,B4_43,0.055
,,00441.455440,B4_31,0.041
,,00441.455520,B4_43,0.04
,,00441.458400,B4_43,0.035
,,00441.460720,D2_21,0.028
,,00441.464320,B4_43,0.056
,,00441.470640,B4_44,0.042
,,00441.476240,D2_34,0.089
,,00441.476480,B4_43,0.036
,,00441.479840,B4_43,0.042
,,00441.490880,C1_11,0.055
,,00441.496800,B4_43,0.053
,,00441.521840,B4_23,0.031
,,00441.525760,B4_23,0.045
,,00441.535040,B4_23,0.04
,,00441.543440,D2_34,0.093
,,00441.556320,B4_23,0.052
,,00441.556560,B4_44,0.044
,,00441.562480,B2_32,0.032
,,00441.570080,A2_44,0.062
,,00441.587040,B4_23,0.043
,,00441.590240,D2_34,0.103
,,00441.595920,B4_23,0.036
,,00441.596480,B4_22,0.033
,,00441.600320,B4_43,0.066
,,00441.600880,B4_23,0.038
,,00441.604800,B4_31,0.029
,,00441.608560,B4_44,0.035
,,00441.610560,B4_23,0.075
,,00441.611200,B4_31,0.049
,,00441.614000,B4_23,0.055
,,00441.614080,B4_31,0.032
,,00441.622080,B4_23,0.04
,,00441.622960,B4_43,0.066
,,00441.624240,B4_22,0.034
,,00441.624400,B4_23,0.05
,,00441.626800,B4_23,0.058
,,00441.640480,B4_23,0.046
,,00441.640720,B4_13,0.036
,,00441.641120,B4_43,0.053
,,00441.647680,B4_23,0.043
,,00441.650080,B4_22,0.038
,,00441.650720,B4_23,0.045
,,00441.655360,B4_43,0.037
,,00441.658080,D2_21,0.032
,,00441.663200,B4_43,0.067
,,00441.663280,B4_23,0.031
,,00441.671600,B4_31,0.033
,,00441.672640,B4_23,0.042
,,00441.676240,D2_34,0.093
,,00441.685280,B4_23,0.047
,,00441.688240,B4_23,0.039
,,00441.688880,B3_44,0.067
,,00441.694480,D2_21,0.041
,,00441.696160,B4_31,0.064
,,00441.700240,B4_43,0.041
,,00441.718080,B4_22,0.034
,,00441.722880,B2_32,0.03
,,00441.723280,B4_43,0.032
,,00441.734000,B4_43,0.068
,,00441.747920,B4_43,0.046
,,00441.759600,D2_21,0.034
,,00441.788720,D2_34,0.09
,,00441.822800,B4_23,0.042
,,00441.871840,D2_34,0.093
,,00441.879680,B4_43,0.043
,,00441.886000,A2_44,0.058
,,00441.893920,D2_34,0.064
,,00441.948000,D2_21,0.032
,,00441.952400,B4_43,0.037
,,00441.966560,D2_34,0.093
,,00442.031440,B6_23,0.057
,,00442.039360,D2_21,0.064
,,00442.113840,D2_34,0.09
,,00442.127680,B2_32,0.039
,,00442.159120,D2_34,0.082
,,00442.201600,A2_44,0.063
,,00442.213440,D2_34,0.083
,,00442.225360,B3_44,0.074
,,00442.307120,D2_34,0.082
,,00442.366240,D2_34,0.081
,,00442.377760,D2_21,0.068
,,00442.469600,B2_32,0.034
,,00442.529120,D3_42,0.03
,,00442.536240,D2_34,0.095
,,00442.568480,B4_44,0.033
,,00442.568880,B4_43,0.055
,,00442.579360,B4_43,0.043
,,00442.579680,D3_24,0.044
,,00442.585680,A2_44,0.062
,,00442.615120,B4_43,0.051
,,00442.633520,B4_43,0.066
,,00442.638160,B4_43,0.065
,,00442.644400,D3_24,0.038
,,00442.646800,D3_22,0.034
,,00442.646960,B3_22,0.155
,,00442.656640,D2_34,0.09
,,00442.663120,B3_22,0.143
,,00442.668640,D3_24,0.039
,,00442.689280,C3_22,0.287
,,00442.691680,C3_22,0.031
,,00442.697120,D2_34,0.076
,,00442.707440,D3_42,0.046
,,00442.712080,B4_43,0.035
,,00442.722480,B2_32,0.033
,,00442.732080,A2_44,0.052
,,00442.732320,B2_32,0.036
,,00442.732400,D3_24,0.039
,,00442.733680,D3_42,0.05
,,00442.747440,B4_43,0.045
,,00442.760400,D3_42,0.046
,,00442.767280,B6_23,0.058
,,00442.768240,D2_34,0.086
,,00442.927840,D2_34,0.091
,,00442.952880,A2_44,0.064
,,00442.977440,C3_12,0.141
,,00442.979920,C3_43,0.079
,,00442.986160,C3_43,0.074
,,00442.987040,C3_24,0.316
,,00442.989680,C3_24,0.052
,,00442.990160,C3_43,0.06
,,00442.995520,C3_43,0.066
,,00442.995920,C3_24,0.064
,,00442.996560,C3_12,0.127
,,00442.997840,C3_43,0.073
,,00442.998480,C3_24,0.321
,,00443.001040,C3_24,0.039
,,00443.010800,C3_12,0.101
,,00443.016880,C3_24,0.062
,,00443.020160,C3_12,0.106
,,00443.041360,C3_14,0.068
,,00443.044960,C3_24,0.323
,,00443.047520,C3_24,0.029
,,00443.049760,C3_12,0.102
,,00443.050800,C3_24,0.027
,,00443.069120,B3_22,0.143
,,00443.076800,C3_22,0.279
,,00443.079280,C3_22,0.028
,,00443.101680,D2_31,0.05
,,00443.107680,D2_34,0.069
,,00443.111840,D2_34,0.09
,,00443.155760,D2_34,0.052
,,00443.168720,D2_23,0.058
,,00443.169280,D2_34,0.094
,,00443.180560,B5_42,0.044
,,00443.184160,B5_22,0.064
,,00443.184480,B5_12,0.061
,,00443.184560,D2_23,0.036
,,00443.186880,B5_13,0.053
,,00443.188720,B5_22,0.071
,,00443.192560,B5_22,0.035
,,00443.193440,D2_31,0.054
,,00443.193600,D2_34,0.057
,,00443.197280,D2_23,0.07
,,00443.199440,B6_23,0.055
,,00443.200480,B5_22,0.046
,,00443.203120,B5_42,0.059
,,00443.203440,B5_12,0.051
,,00443.206000,D2_23,0.047
,,00443.213840,B5_12,0.061
,,00443.216480,D2_34,0.056
,,00443.216640,B5_13,0.054
,,00443.217440,B5_22,0.058
,,00443.217760,B5_12,0.035
,,00443.218960,B5_21,0.033
,,00443.220960,B5_22,0.051
,,00443.233280,B5_12,0.057
,,00443.234960,D2_21,0.081
,,00443.235520,B5_12,0.053
,,00443.235840,B5_21,0.03
